announced_date	battery	camera	current_status	dimensions	display_inches	image	is_Touch	memory	os	phone_model	processor	ram	resolution	url	weight
9-Jun-11				 5.00 x 2.63 x 0.48 inches	 4.3 inches	http://i-cdn.phonearena.com/images/phones/29260-specs/Motorola-PHOTON-4G.jpg			 Android (2.3)	Motorola PHOTON 4G			 540 x 960 pixels Pixel density: Pixel density - The pixel density of a display represents the number of pixels	http://www.phonearena.com/phones/Motorola-PHOTON-4G_id5577	158 g
9-Jun-11		5 megapixels	Released	 4.80 x 2.60 x 0.39 inches	 4.1 inches	http://i-cdn.phonearena.com/images/phones/29263-specs/Motorola-TRIUMPH.jpg	 Multi-touch	2 GB	 Android (2.2)	Motorola TRIUMPH	" Single core, 1000 MHz"	512 MB 	 480 x 800 pixels	http://www.phonearena.com/phones/Motorola-TRIUMPH_id5634	143 g
21-Jun-11		5 megapixels		 4.72 x 2.43 x 0.46 inches	 3.7 inches	http://i-cdn.phonearena.com/images/phones/29839-specs/Motorola-GLAM.jpg	 Multi-touch		 Android (2.1)	Motorola GLAM			 480 x 854 pixels	http://www.phonearena.com/phones/Motorola-GLAM_id5723	136 g
30-Dec-09			Released			http://i-cdn.phonearena.com/images/phones/20501-specs/Motorola-i890.jpg				Motorola i890				http://www.phonearena.com/phones/Motorola-i890_id4324	
11-Jan-10			Released			http://i-cdn.phonearena.com/images/phones/19591-specs/Motorola-Brute-i680.jpg				Motorola Brute i680				http://www.phonearena.com/phones/Motorola-Brute-i680_id4132	
15-Feb-10		5 megapixels	Released	 4.59 x 2.34 x 0.48 inches	 3.1 inches	http://i-cdn.phonearena.com/images/phones/19851-specs/Motorola-CLIQ-XT.jpg	 Yes		 Android (1.5)	Motorola CLIQ XT			 320 x 480 pixels	http://www.phonearena.com/phones/Motorola-CLIQ-XT_id4407	124 g
15-Feb-10			Released	 4.59 x 2.34 x 0.48 inches		http://i-cdn.phonearena.com/images/phones/19853-specs/Motorola-QUENCH.jpg			 Android (1.5)	Motorola QUENCH				http://www.phonearena.com/phones/Motorola-QUENCH_id4443	124 g
22-Mar-10			Released	 4.65 x 2.28 x 0.50 inches		http://i-cdn.phonearena.com/images/phones/20558-specs/Motorola-i1.jpg			 Android (1.5)	Motorola i1				http://www.phonearena.com/phones/Motorola-i1_id4311	131 g
20-Apr-10						http://i-cdn.phonearena.com/images/phones/20885-specs/Motorola-WX161-US.jpg				Motorola WX161 US				http://www.phonearena.com/phones/Motorola-WX161-US_id4597	
20-Apr-10						http://i-cdn.phonearena.com/images/phones/20869-specs/Motorola-WX161.jpg				Motorola WX161				http://www.phonearena.com/phones/Motorola-WX161_id4596	
20-Apr-10						http://i-cdn.phonearena.com/images/phones/20893-specs/Motorola-WX181-US.jpg				Motorola WX181 US				http://www.phonearena.com/phones/Motorola-WX181-US_id4598	
20-Apr-10						http://i-cdn.phonearena.com/images/phones/20887-specs/Motorola-WX181.jpg				Motorola WX181				http://www.phonearena.com/phones/Motorola-WX181_id4582	
20-Apr-10						http://i-cdn.phonearena.com/images/phones/20932-specs/Motorola-WX265-US.jpg				Motorola WX265 US				http://www.phonearena.com/phones/Motorola-WX265-US_id4602	
20-Apr-10						http://i-cdn.phonearena.com/images/phones/20901-specs/Motorola-WX260-US.jpg				Motorola WX260 US				http://www.phonearena.com/phones/Motorola-WX260-US_id4600	
20-Apr-10						http://i-cdn.phonearena.com/images/phones/20896-specs/Motorola-WX260.jpg				Motorola WX260				http://www.phonearena.com/phones/Motorola-WX260_id4599	
20-Apr-10						http://i-cdn.phonearena.com/images/phones/20922-specs/Motorola-WX265.jpg				Motorola WX265				http://www.phonearena.com/phones/Motorola-WX265_id4601	
20-Apr-10						http://i-cdn.phonearena.com/images/phones/20945-specs/Motorola-WX290-US.jpg				Motorola WX290 US				http://www.phonearena.com/phones/Motorola-WX290-US_id4583	
20-Apr-10						http://i-cdn.phonearena.com/images/phones/20982-specs/Motorola-WX295-US.jpg				Motorola WX295 US				http://www.phonearena.com/phones/Motorola-WX295-US_id4617	
20-Apr-10						http://i-cdn.phonearena.com/images/phones/20950-specs/Motorola-WX290.jpg				Motorola WX290				http://www.phonearena.com/phones/Motorola-WX290_id4603	
20-Apr-10						http://i-cdn.phonearena.com/images/phones/20976-specs/Motorola-WX295.jpg				Motorola WX295				http://www.phonearena.com/phones/Motorola-WX295_id4616	
2-Jun-10			Released	 2.64 x 2.64 x 0.67 inches	 2.8 inches	http://i-cdn.phonearena.com/images/phones/21242-specs/Motorola-FLIPOUT.jpg			 Android (2.1)	Motorola FLIPOUT			 320 x 240 pixels	http://www.phonearena.com/phones/Motorola-FLIPOUT_id4679	120 g
7-Jun-10		5 megapixels		 4.56 x 2.40 x 0.43 inches	 3.7 inches	http://i-cdn.phonearena.com/images/phones/32188-specs/Motorola-XT701.jpg	 Multi-touch		 Android (2.1)	Motorola XT701			 480 x 854 pixels	http://www.phonearena.com/phones/Motorola-XT701_id6520	160 g
7-Jun-10		8 megapixels		 4.56 x 2.40 x 0.43 inches	 3.7 inches	http://i-cdn.phonearena.com/images/phones/29843-specs/Motorola-XT711.jpg	 Multi-touch		 Android (2.1)	Motorola XT711			 480 x 854 pixels	http://www.phonearena.com/phones/Motorola-XT711_id5724	160 g
7-Jun-10		8 megapixels	Released	 4.56 x 2.40 x 0.43 inches	 3.7 inches	http://i-cdn.phonearena.com/images/phones/32189-specs/Motorola-MILESTONE-XT720.jpg	 Multi-touch		 Android (2.1)	Motorola MILESTONE XT720			 480 x 854 pixels	http://www.phonearena.com/phones/Motorola-MILESTONE-XT720_id4256	160 g
10-Jun-10			Released			http://i-cdn.phonearena.com/images/phones/21315-specs/Motorola-i296.jpg				Motorola i296				http://www.phonearena.com/phones/Motorola-i296_id4370	
17-Jun-10				 5.08 x 2.38 x 0.67 inches		http://i-cdn.phonearena.com/images/phones/21450-specs/Motorola-ES400.jpg			 Windows Mobile Professional (6.5.3)	Motorola ES400				http://www.phonearena.com/phones/Motorola-ES400_id4744	156 g
7-Jul-10			Released	 3.87 x 2.65 x 0.45 inches	 2.8 inches	http://i-cdn.phonearena.com/images/phones/21588-specs/Motorola-CHARM.jpg			 Android (2.1)	Motorola CHARM			 320 x 240 pixels	http://www.phonearena.com/phones/Motorola-CHARM_id4750	110 g
30-Jul-10			Released			http://i-cdn.phonearena.com/images/phones/21860-specs/Motorola-GRASP.jpg				Motorola GRASP				http://www.phonearena.com/phones/Motorola-GRASP_id4781	
2-Aug-10			Released			http://i-cdn.phonearena.com/images/phones/21856-specs/Motorola-BALI.jpg				Motorola BALI				http://www.phonearena.com/phones/Motorola-BALI_id4782	
2-Aug-10			Released			http://i-cdn.phonearena.com/images/phones/21858-specs/Motorola-RAMBLER.jpg				Motorola RAMBLER				http://www.phonearena.com/phones/Motorola-RAMBLER_id4783	
10-Aug-10		5 megapixels	Released	 4.58 x 2.38 x 0.54 inches	 3.7 inches	http://i-cdn.phonearena.com/images/phones/21929-specs/Motorola-DROID-2.jpg	 Multi-touch		" Android (2.3, 2.2)"	Motorola DROID 2			 480 x 854 pixels	http://www.phonearena.com/phones/Motorola-DROID-2_id4681	169 g
9-Nov-10			Released	 4.58 x 2.38 x 0.54 inches		http://i-cdn.phonearena.com/images/phones/22043-specs/Motorola-DROID-2-Global.jpg			" Android (2.3, 2.2)"	Motorola DROID 2 Global				http://www.phonearena.com/phones/Motorola-DROID-2-Global_id4842	169 g
1-Sep-10		5 megapixels		 4.58 x 2.38 x 0.54 inches	 3.7 inches	http://i-cdn.phonearena.com/images/phones/22282-specs/Motorola-MILESTONE-2.jpg	 Multi-touch		 Android (2.2)	Motorola MILESTONE 2			 480 x 854 pixels	http://www.phonearena.com/phones/Motorola-MILESTONE-2_id4873	169 g
1-Sep-10			Released	 4.21 x 2.32 x 0.53 inches		http://i-cdn.phonearena.com/images/phones/22287-specs/Motorola-DEFY.jpg			" Android (2.2, 2.1)"	Motorola DEFY				http://www.phonearena.com/phones/Motorola-DEFY_id4875	118 g
30-Sep-10			Released			http://i-cdn.phonearena.com/images/phones/26093-specs/Motorola-i886.jpg				Motorola i886				http://www.phonearena.com/phones/Motorola-i886_id4938	
5-Oct-10			Released	 2.64 x 2.64 x 0.67 inches		http://i-cdn.phonearena.com/images/phones/22717-specs/Motorola-FLIPOUT-US.jpg			 Android (2.1)	Motorola FLIPOUT US				http://www.phonearena.com/phones/Motorola-FLIPOUT-US_id4852	120 g
22-Oct-08						http://i-cdn.phonearena.com/images/phones/22646-specs/Motorola-r765is.jpg				Motorola r765is				http://www.phonearena.com/phones/Motorola-r765is_id3214	337 g
18-Nov-08			Released			http://i-cdn.phonearena.com/images/phones/11645-specs/Motorola-MOTO-VE66.jpg				Motorola MOTO VE66				http://www.phonearena.com/phones/Motorola-MOTO-VE66_id3268	
14-Nov-08			Released			http://i-cdn.phonearena.com/images/phones/11678-specs/Motorola-MOTO-VE240.jpg				Motorola MOTO VE240				http://www.phonearena.com/phones/Motorola-MOTO-VE240_id3269	
24-Nov-08			Released			http://i-cdn.phonearena.com/images/phones/11715-specs/Motorola-Hint-QA30.jpg				Motorola Hint QA30				http://www.phonearena.com/phones/Motorola-Hint-QA30_id3277	
28-Nov-08						http://i-cdn.phonearena.com/images/phones/11724-specs/Motorola-ROKR-W5.jpg				Motorola ROKR W5				http://www.phonearena.com/phones/Motorola-ROKR-W5_id3286	
1-Dec-08						http://i-cdn.phonearena.com/images/phones/12018-specs/Motorola-MOTO-W209.jpg				Motorola MOTO W209				http://www.phonearena.com/phones/Motorola-MOTO-W209_id3379	
2-Dec-08			Released			http://i-cdn.phonearena.com/images/phones/11750-specs/Motorola-ROKR-EM35.jpg				Motorola ROKR EM35				http://www.phonearena.com/phones/Motorola-ROKR-EM35_id3295	
10-Dec-08			Released			http://i-cdn.phonearena.com/images/phones/11848-specs/Motorola-ROKR-EM325.jpg				Motorola ROKR EM325				http://www.phonearena.com/phones/Motorola-ROKR-EM325_id3318	
10-Dec-08			Released			http://i-cdn.phonearena.com/images/phones/11851-specs/Motorola-ROKR-EM330.jpg				Motorola ROKR EM330				http://www.phonearena.com/phones/Motorola-ROKR-EM330_id3319	
10-Dec-08			Released			http://i-cdn.phonearena.com/images/phones/11857-specs/Motorola-MOTOJEWEL.jpg				Motorola MOTOJEWEL				http://www.phonearena.com/phones/Motorola-MOTOJEWEL_id3320	
6-Jan-09			Released			http://i-cdn.phonearena.com/images/phones/11928-specs/Motorola-MOTO-W233-Renew.jpg				Motorola MOTO W233 Renew				http://www.phonearena.com/phones/Motorola-MOTO-W233-Renew_id3359	
6-Jan-09		3 megapixels	Released	 4.33 x 2.35 x 0.54 inches	 2.8 inches	http://i-cdn.phonearena.com/images/phones/11922-specs/Motorola-MOTOSURF-A3100.jpg	 Yes		 Windows Mobile Professional (6.1)	Motorola MOTOSURF A3100	" Single core, 528 MHz System "		 240 x 320 pixels	http://www.phonearena.com/phones/Motorola-MOTOSURF-A3100_id3358	119 g
23-Feb-09			Released			http://i-cdn.phonearena.com/images/phones/12637-specs/Motorola-VE465.jpg				Motorola VE465				http://www.phonearena.com/phones/Motorola-VE465_id3259	
2-May-09			Released			http://i-cdn.phonearena.com/images/phones/15473-specs/Motorola-Clutch-i465.jpg				Motorola Clutch i465				http://www.phonearena.com/phones/Motorola-Clutch-i465_id3438	
5-Feb-09			Released			http://i-cdn.phonearena.com/images/phones/12201-specs/Motorola-i365IS.jpg				Motorola i365IS				http://www.phonearena.com/phones/Motorola-i365IS_id3458	
3-Mar-09			Released			http://i-cdn.phonearena.com/images/phones/12733-specs/Motorola-MOTO-ZN300.jpg				Motorola MOTO ZN300				http://www.phonearena.com/phones/Motorola-MOTO-ZN300_id3554	
9-Mar-09			Released			http://i-cdn.phonearena.com/images/phones/16310-specs/Motorola-Rival.jpg				Motorola Rival				http://www.phonearena.com/phones/Motorola-Rival_id3561	
30-Mar-09			Released			http://i-cdn.phonearena.com/images/phones/14992-specs/Motorola-Evoke-QA4.jpg				Motorola Evoke QA4				http://www.phonearena.com/phones/Motorola-Evoke-QA4_id3576	
23-Jun-09			Released	 3.46 x 2.52 x 0.70 inches	 2.5 inches	http://i-cdn.phonearena.com/images/phones/16330-specs/Motorola-Karma-QA1.jpg				Motorola Karma QA1			 320 x 240 pixels	http://www.phonearena.com/phones/Motorola-Karma-QA1_id3577	141 g
13-Apr-09			Released			http://i-cdn.phonearena.com/images/phones/15412-specs/Motorola-MOTOROKR-W6.jpg				Motorola MOTOROKR W6				http://www.phonearena.com/phones/Motorola-MOTOROKR-W6_id3655	
11-May-09			Released			http://i-cdn.phonearena.com/images/phones/15655-specs/Motorola-MOTO-W7-Active-Edition.jpg				Motorola MOTO W7 Active Edition				http://www.phonearena.com/phones/Motorola-MOTO-W7-Active-Edition_id3696	
28-Oct-09			Released	 4.56 x 2.36 x 0.54 inches		http://i-cdn.phonearena.com/images/phones/18565-specs/Motorola-DROID.jpg			" Android (2.2, 2.1, 2.0)"	Motorola DROID				http://www.phonearena.com/phones/Motorola-DROID_id3853	169 g
22-Jul-09			Released			http://i-cdn.phonearena.com/images/phones/17810-specs/Motorola-Entice-W766.jpg				Motorola Entice W766				http://www.phonearena.com/phones/Motorola-Entice-W766_id3885	
28-Aug-09						http://i-cdn.phonearena.com/images/phones/19668-specs/Motorola-W403.jpg				Motorola W403				http://www.phonearena.com/phones/Motorola-W403_id3924	
28-Aug-09						http://i-cdn.phonearena.com/images/phones/19616-specs/Motorola-A45-ECO.jpg				Motorola A45 ECO				http://www.phonearena.com/phones/Motorola-A45-ECO_id3870	
2-Sep-09			Released			http://i-cdn.phonearena.com/images/phones/17492-specs/Motorola-i856.jpg				Motorola i856				http://www.phonearena.com/phones/Motorola-i856_id3803	
6-Jan-10		5 megapixels	Released	 4.25 x 2.09 x 0.60 inches	 3.1 inches	http://i-cdn.phonearena.com/images/phones/19488-specs/Motorola-BACKFLIP.jpg	 Yes		" Android (2.1, 1.5)"	Motorola BACKFLIP			 320 x 480 pixels	http://www.phonearena.com/phones/Motorola-BACKFLIP_id4262	133 g
10-Sep-09			Released	 4.49 x 2.28 x 0.62 inches		http://i-cdn.phonearena.com/images/phones/17778-specs/Motorola-CLIQ.jpg			 Android (1.5)	Motorola CLIQ				http://www.phonearena.com/phones/Motorola-CLIQ_id3855	163 g
30-Sep-09			Released	 3.78 x 2.09 x 0.96 inches	 2.2 inches	http://i-cdn.phonearena.com/images/phones/18147-specs/Motorola-Barrage.jpg				Motorola Barrage			 176 x 220 pixels	http://www.phonearena.com/phones/Motorola-Barrage_id4126	119 g
28-Sep-09			Released			http://i-cdn.phonearena.com/images/phones/18112-specs/Motorola-VE440.jpg				Motorola VE440				http://www.phonearena.com/phones/Motorola-VE440_id4129	
16-Oct-09			Released	 4.56 x 2.36 x 0.54 inches		http://i-cdn.phonearena.com/images/phones/19431-specs/Motorola-MILESTONE-US.jpg			 Android (2.0)	Motorola MILESTONE US				http://www.phonearena.com/phones/Motorola-MILESTONE-US_id4331	169 g
22-Oct-09		3 megapixels	Released	 4.55 x 2.40 x 0.61 inches	 3.1 inches	http://i-cdn.phonearena.com/images/phones/19738-specs/Motorola-DEVOUR.jpg	 Yes		 Android (1.6)	Motorola DEVOUR			 320 x 480 pixels	http://www.phonearena.com/phones/Motorola-DEVOUR_id4189	180 g
12-Nov-09			Released			http://i-cdn.phonearena.com/images/phones/18740-specs/Motorola-Quantico.jpg				Motorola Quantico				http://www.phonearena.com/phones/Motorola-Quantico_id4234	
29-Jan-08						http://i-cdn.phonearena.com/images/phones/9476-specs/Motorola-W760r.jpg				Motorola W760r				http://www.phonearena.com/phones/Motorola-W760r_id2511	
30-Jan-08			Released			http://i-cdn.phonearena.com/images/phones/10475-specs/Motorola-MOTO-W755.jpg				Motorola MOTO W755				http://www.phonearena.com/phones/Motorola-MOTO-W755_id2567	
1-Feb-08						http://i-cdn.phonearena.com/images/phones/9495-specs/Motorola-i872.jpg				Motorola i872				http://www.phonearena.com/phones/Motorola-i872_id2574	
11-Feb-08						http://i-cdn.phonearena.com/images/phones/9695-specs/Motorola-W181.jpg				Motorola W181				http://www.phonearena.com/phones/Motorola-W181_id2599	
11-Feb-08			Released			http://i-cdn.phonearena.com/images/phones/9700-specs/Motorola-W161.jpg				Motorola W161				http://www.phonearena.com/phones/Motorola-W161_id2605	
11-Feb-08						http://i-cdn.phonearena.com/images/phones/9645-specs/Motorola-MOTO-Z6w.jpg				Motorola MOTO Z6w				http://www.phonearena.com/phones/Motorola-MOTO-Z6w_id2600	
6-Oct-08			Released			http://i-cdn.phonearena.com/images/phones/11360-specs/Motorola-Rapture-VU30.jpg				Motorola Rapture VU30				http://www.phonearena.com/phones/Motorola-Rapture-VU30_id2676	
13-Mar-08						http://i-cdn.phonearena.com/images/phones/9915-specs/Motorola-MOTO-Z6cx.jpg				Motorola MOTO Z6cx				http://www.phonearena.com/phones/Motorola-MOTO-Z6cx_id2682	
13-Mar-08			Released			http://i-cdn.phonearena.com/images/phones/15117-specs/Motorola-W260g.jpg				Motorola W260g				http://www.phonearena.com/phones/Motorola-W260g_id2680	
24-Mar-08						http://i-cdn.phonearena.com/images/phones/11937-specs/Motorola-RAZR-V3s.jpg				Motorola RAZR V3s				http://www.phonearena.com/phones/Motorola-RAZR-V3s_id2694	
1-Apr-08			Released			http://i-cdn.phonearena.com/images/phones/10711-specs/Motorola-Renegade-V950.jpg				Motorola Renegade V950				http://www.phonearena.com/phones/Motorola-Renegade-V950_id2626	
23-Apr-08			Released			http://i-cdn.phonearena.com/images/phones/10809-specs/Motorola-Adventure-V750.jpg				Motorola Adventure V750				http://www.phonearena.com/phones/Motorola-Adventure-V750_id2845	
29-Apr-08						http://i-cdn.phonearena.com/images/phones/10417-specs/Motorola-i877.jpg				Motorola i877				http://www.phonearena.com/phones/Motorola-i877_id2865	
5-Aug-08			Released	 4.53 x 2.09 x 0.42 inches		http://i-cdn.phonearena.com/images/phones/10857-specs/Motorola-ROKR-EM30.jpg				Motorola ROKR EM30				http://www.phonearena.com/phones/Motorola-ROKR-EM30_id2933	100 g
2-Feb-09			Released			http://i-cdn.phonearena.com/images/phones/11478-specs/Motorola-Stature-i9.jpg				Motorola Stature i9				http://www.phonearena.com/phones/Motorola-Stature-i9_id2936	
23-Jun-08			Released	 4.65 x 1.99 x 0.63 inches	 2.4 inches	http://i-cdn.phonearena.com/images/phones/10621-specs/Motorola-MOTOZINE-ZN5.jpg			 Linux	Motorola MOTOZINE ZN5			 240 x 320 pixels	http://www.phonearena.com/phones/Motorola-MOTOZINE-ZN5_id2985	114 g
14-Oct-08			Released			http://i-cdn.phonearena.com/images/phones/11395-specs/Motorola-Krave-ZN4.jpg				Motorola Krave ZN4				http://www.phonearena.com/phones/Motorola-Krave-ZN4_id3004	
6-Oct-08			Released		 2.2 inches	http://i-cdn.phonearena.com/images/phones/10703-specs/Motorola-RAZR2-V9x.jpg				Motorola RAZR2 V9x			 240 x 320 pixels	http://www.phonearena.com/phones/Motorola-RAZR2-V9x_id3008	125 g
4-Jul-08						http://i-cdn.phonearena.com/images/phones/15464-specs/Motorola-MOTO-A4500.jpg			 Windows Mobile Standard (6.1) [AD3] Display 	Motorola MOTO A4500				http://www.phonearena.com/phones/Motorola-MOTO-A4500_id3010	
18-Aug-08			Released			http://i-cdn.phonearena.com/images/phones/11047-specs/Motorola-RAZR-VE20.jpg				Motorola RAZR VE20				http://www.phonearena.com/phones/Motorola-RAZR-VE20_id2735	
1-Aug-08			Released			http://i-cdn.phonearena.com/images/phones/11065-specs/Motorola-MOTO-A810.jpg				Motorola MOTO A810				http://www.phonearena.com/phones/Motorola-MOTO-A810_id2851	
4-Aug-08			Released			http://i-cdn.phonearena.com/images/phones/10836-specs/Motorola-W376g.jpg				Motorola W376g				http://www.phonearena.com/phones/Motorola-W376g_id3053	95 g
5-Aug-08			Released			http://i-cdn.phonearena.com/images/phones/10852-specs/Motorola-MOTOROKR-EM25.jpg				Motorola MOTOROKR EM25				http://www.phonearena.com/phones/Motorola-MOTOROKR-EM25_id3058	
5-Aug-08			Released			http://i-cdn.phonearena.com/images/phones/10864-specs/Motorola-ROKR-EM28.jpg				Motorola ROKR EM28				http://www.phonearena.com/phones/Motorola-ROKR-EM28_id3059	
14-Aug-08			Released			http://i-cdn.phonearena.com/images/phones/11010-specs/Motorola-MOTO-ZN200.jpg				Motorola MOTO ZN200				http://www.phonearena.com/phones/Motorola-MOTO-ZN200_id2968	
14-Aug-08			Released			http://i-cdn.phonearena.com/images/phones/11006-specs/Motorola-W396.jpg				Motorola W396				http://www.phonearena.com/phones/Motorola-W396_id3086	
14-Aug-08			Released			http://i-cdn.phonearena.com/images/phones/11002-specs/Motorola-W388.jpg				Motorola W388				http://www.phonearena.com/phones/Motorola-W388_id3023	
2-Sep-08			Released			http://i-cdn.phonearena.com/images/phones/11159-specs/Motorola-i365.jpg				Motorola i365				http://www.phonearena.com/phones/Motorola-i365_id2990	
10-Sep-08			Released			http://i-cdn.phonearena.com/images/phones/11227-specs/Motorola-i576.jpg				Motorola i576				http://www.phonearena.com/phones/Motorola-i576_id3135	
23-Sep-08				 3.86 x 2.14 x 0.94 inches	 2.2 inches	http://i-cdn.phonearena.com/images/phones/11925-specs/Motorola-Tundra-VA76r.jpg				Motorola Tundra VA76r			 240 x 320 pixels	http://www.phonearena.com/phones/Motorola-Tundra-VA76r_id3183	140 g
20-Aug-08						http://i-cdn.phonearena.com/images/phones/12014-specs/Motorola-MOTO-VE538.jpg				Motorola MOTO VE538				http://www.phonearena.com/phones/Motorola-MOTO-VE538_id3184	
1-Oct-08			Released			http://i-cdn.phonearena.com/images/phones/11340-specs/Motorola-MOTOACTV-W450.jpg				Motorola MOTOACTV W450				http://www.phonearena.com/phones/Motorola-MOTOACTV-W450_id3188	
6-Oct-08			Released			http://i-cdn.phonearena.com/images/phones/11367-specs/Motorola-VU204.jpg				Motorola VU204				http://www.phonearena.com/phones/Motorola-VU204_id3193	
8-Oct-08			Released	 4.61 x 2.52 x 0.46 inches		http://i-cdn.phonearena.com/images/phones/11378-specs/Motorola-MOTO-Q-11.jpg			 Windows Mobile Standard (6.1)	Motorola MOTO Q 11				http://www.phonearena.com/phones/Motorola-MOTO-Q-11_id3197	115 g
9-Oct-08			Released			http://i-cdn.phonearena.com/images/phones/16458-specs/Motorola-MOTO-i776w.jpg				Motorola MOTO i776w				http://www.phonearena.com/phones/Motorola-MOTO-i776w_id3833	
12-Feb-07						http://i-cdn.phonearena.com/images/phones/7911-specs/Motorola-W510.jpg				Motorola W510				http://www.phonearena.com/phones/Motorola-W510_id1979	
12-Feb-07				 4.25 x 1.73 x 0.57 inches		http://i-cdn.phonearena.com/images/phones/7914-specs/Motorola-W205.jpg				Motorola W205				http://www.phonearena.com/phones/Motorola-W205_id1981	78 g
22-Feb-07						http://i-cdn.phonearena.com/images/phones/8491-specs/Motorola-ic902-Deluxe.jpg				Motorola ic902 Deluxe				http://www.phonearena.com/phones/Motorola-ic902-Deluxe_id2002	
27-Mar-07						http://i-cdn.phonearena.com/images/phones/8211-specs/Motorola-W355.jpg				Motorola W355				http://www.phonearena.com/phones/Motorola-W355_id2073	
27-Mar-07						http://i-cdn.phonearena.com/images/phones/8207-specs/Motorola-W380.jpg				Motorola W380				http://www.phonearena.com/phones/Motorola-W380_id2072	
27-Mar-07						http://i-cdn.phonearena.com/images/phones/8200-specs/Motorola-W360.jpg				Motorola W360				http://www.phonearena.com/phones/Motorola-W360_id2071	
27-Mar-07						http://i-cdn.phonearena.com/images/phones/8203-specs/Motorola-W385.jpg				Motorola W385				http://www.phonearena.com/phones/Motorola-W385_id2070	
27-Mar-07			Released			http://i-cdn.phonearena.com/images/phones/8195-specs/Motorola-W395.jpg				Motorola W395				http://www.phonearena.com/phones/Motorola-W395_id2069	
27-Mar-07						http://i-cdn.phonearena.com/images/phones/8176-specs/Motorola-W218.jpg				Motorola W218				http://www.phonearena.com/phones/Motorola-W218_id2063	
27-Mar-07						http://i-cdn.phonearena.com/images/phones/8172-specs/Motorola-ROKR-Z6m.jpg				Motorola ROKR Z6m				http://www.phonearena.com/phones/Motorola-ROKR-Z6m_id2062	108 g
3-Apr-07	" 1000 mAh specifications continue after the ad Technology GSM: 850, 1900 MHz Data: GPRS"					http://i-cdn.phonearena.com/images/phones/8240-specs/Motorola-C168i.jpg				Motorola C168i				http://www.phonearena.com/phones/Motorola-C168i_id2084	
3-Apr-07						http://i-cdn.phonearena.com/images/phones/9174-specs/Motorola-C168.jpg				Motorola C168				http://www.phonearena.com/phones/Motorola-C168_id2489	
15-May-07						http://i-cdn.phonearena.com/images/phones/9491-specs/Motorola-RAZR2-V9.jpg				Motorola RAZR2 V9				http://www.phonearena.com/phones/Motorola-RAZR2-V9_id2166	
15-May-07				 4.05 x 2.08 x 0.46 inches	 2.2 inches	http://i-cdn.phonearena.com/images/phones/8413-specs/Motorola-RAZR2-V8.jpg			 Linux	Motorola RAZR2 V8			 240 x 320 pixels	http://www.phonearena.com/phones/Motorola-RAZR2-V8_id2165	117 g
15-May-07						http://i-cdn.phonearena.com/images/phones/8690-specs/Motorola-RAZR2-V9m.jpg				Motorola RAZR2 V9m				http://www.phonearena.com/phones/Motorola-RAZR2-V9m_id2164	
28-Sep-07						http://i-cdn.phonearena.com/images/phones/8834-specs/Motorola-RIZR-Z6tv.jpg				Motorola RIZR Z6tv				http://www.phonearena.com/phones/Motorola-RIZR-Z6tv_id2094	
5-Jul-07						http://i-cdn.phonearena.com/images/phones/8624-specs/Motorola-RAZR-V3a.jpg				Motorola RAZR V3a				http://www.phonearena.com/phones/Motorola-RAZR-V3a_id2324	
15-Aug-07				 4.60 x 2.55 x 0.46 inches		http://i-cdn.phonearena.com/images/phones/8704-specs/Motorola-Q9m.jpg			 Windows Mobile Standard (6.0)	Motorola Q9m				http://www.phonearena.com/phones/Motorola-Q9m_id2339	130 g
2-Oct-07						http://i-cdn.phonearena.com/images/phones/8862-specs/Motorola-W490.jpg				Motorola W490				http://www.phonearena.com/phones/Motorola-W490_id2414	
11-Oct-07			Released			http://i-cdn.phonearena.com/images/phones/8946-specs/Motorola-W206.jpg				Motorola W206				http://www.phonearena.com/phones/Motorola-W206_id2434	
11-Oct-07						http://i-cdn.phonearena.com/images/phones/8954-specs/Motorola-W175.jpg				Motorola W175				http://www.phonearena.com/phones/Motorola-W175_id2436	
11-Oct-07						http://i-cdn.phonearena.com/images/phones/8941-specs/Motorola-MOTO-U9.jpg				Motorola MOTO U9				http://www.phonearena.com/phones/Motorola-MOTO-U9_id2213	
11-Oct-07						http://i-cdn.phonearena.com/images/phones/8959-specs/Motorola-W377.jpg				Motorola W377				http://www.phonearena.com/phones/Motorola-W377_id2399	
11-Oct-07				 4.48 x 1.69 x 0.55 inches		http://i-cdn.phonearena.com/images/phones/8950-specs/Motorola-W156.jpg				Motorola W156				http://www.phonearena.com/phones/Motorola-W156_id2435	85 g
1-Apr-08					 2.4 inches	http://i-cdn.phonearena.com/images/phones/10010-specs/Motorola-MOTO-Z9.jpg				Motorola MOTO Z9			 240 x 320 pixels	http://www.phonearena.com/phones/Motorola-MOTO-Z9_id2444	139 g
23-Oct-07						http://i-cdn.phonearena.com/images/phones/9025-specs/Motorola-ic602-Buzz.jpg				Motorola ic602 Buzz+				http://www.phonearena.com/phones/Motorola-ic602-Buzz_id2454	
24-Oct-07						http://i-cdn.phonearena.com/images/phones/9060-specs/Motorola-i425.jpg				Motorola i425				http://www.phonearena.com/phones/Motorola-i425_id2452	
8-Nov-07						http://i-cdn.phonearena.com/images/phones/8441-specs/Motorola-i876.jpg				Motorola i876				http://www.phonearena.com/phones/Motorola-i876_id2179	
