Apple iPhone 5C,32GB - White - AT&T,196,75
Apple iPhone 5S,16GB - Gold - Sprint,289,0
Apple iPhone 5S,32GB - Gold - AT&T,348,0
Apple iPhone 5C,16GB - White - AT&T,154,0
Apple iPhone 5C,16GB - White - Sprint,179,0
Apple iPhone 5C,8GB - Pink - AT&T,145,50
Apple iPhone 5C,16GB - Yellow - Verizon,170,0
Apple iPhone 5S,64GB - Silver - Sprint,397,0
Apple iPhone 5C,16GB - Blue - AT&T,165,75
Apple iPhone 5C,8GB - Blue - AT&T,136,75
Apple iPhone 5C,32GB - Pink - Verizon,235,0
Apple iPhone 5C,16GB - Green - AT&T,164,75
Apple iPhone 5C,16GB - Green - Verizon,160,50
Apple iPhone 5S,64GB - Silver - Verizon,379,0
Apple iPhone 5C,8GB - Blue - Verizon,143,25
Apple iPhone 5C,8GB - Yellow - AT&T,219,0
Apple iPhone 5S,32GB - Gold - Sprint,349,0
Apple iPhone 5S,64GB - Silver - AT&T,299,0
Apple iPhone 5C,32GB - Green - Verizon,235,0
Apple iPhone 5S,64GB - Space Gray - Verizon,349,0
Apple iPhone 5S,16GB - Gold - T-Mobile,221,50
Apple iPhone 5S,16GB - Space Gray - Verizon,199,0
Apple iPhone 5C,32GB - White - Verizon,235,0
Apple iPhone 5C,16GB - White - Verizon,164,0
Apple iPhone 5S,64GB - Space Gray - AT&T,211,75
Apple iPhone 5C,8GB - Blue - T-Mobile,130,50
Apple iPhone 5C,8GB - White - T-Mobile,161,50
Apple iPhone 5S,32GB - Space Gray - AT&T,207,0
Apple iPhone 5S,32GB - Silver - Verizon,240,50
Apple iPhone 5C,16GB - Pink - AT&T,165,75
Apple iPhone 5S,16GB - Gold - AT&T,207,50
Apple iPhone 5S,16GB - Silver - T-Mobile,295,0
Apple iPhone 5C,8GB - Green - AT&T,145,50
Apple iPhone 5S,32GB - Space Gray - Verizon,338,0
Apple iPhone 5S,16GB - Space Gray - T-Mobile,221,50
Apple iPhone 5S,16GB - Silver - Verizon,212,75
Apple iPhone 5S,16GB - Gold - Verizon,231,0
Apple iPhone 5C,16GB - Blue - Verizon,170,0
Apple iPhone 5S,32GB - Silver - AT&T,348,0
Apple iPhone 5S,16GB - Silver - AT&T,207,50
Apple iPhone 5S,32GB - Space Gray - Sprint,329,0
Apple iPhone 5C,16GB - Pink - Verizon,170,0
Apple iPhone 5S,16GB - Space Gray - AT&T,194,0
HTC One,32GB  - Blue - AT&T,176,50
LG G2,32GB - White - AT&T,158,25
LG G2,32GB - Black - AT&T,346,25
LG G2,32GB - White - Verizon,159,0
LG G2,32GB - Black - Verizon,129,0
Apple iPhone 4S,16GB - White - T-Mobile,125,0
Apple iPhone 4S,8GB - White - Sprint,215,0
Apple iPhone 4S,8GB - Black - Sprint,155,0
Apple iPhone 4S,32GB - White - T-Mobile,130,0
Apple iPhone 4S,64GB - Black - T-Mobile,175,0
Apple iPhone 4S,64GB - White - T-Mobile,185,0
Apple iPhone 4S,8GB - White - Verizon,240,0
Apple iPhone 4S,32GB - Black - T-Mobile,130,0
Apple iPhone 4S,8GB - White - AT&T,71,75
Apple iPhone 4S,8GB - Black - T-Mobile,109,0
Apple iPhone 4S,8GB - Black - AT&T,71,75
Apple iPhone 4S,8GB - Black - Verizon,73,0
Apple iPhone 4S,16GB - Black - T-Mobile,125,0
Apple iPhone 4S,8GB - White - T-Mobile,71,75
Motorola Droid Ultra,16GB - White - Verizon,153,0
Motorola Droid Ultra,16GB - Black - Verizon,117,50
Motorola Droid Ultra,16GB - Red - Verizon,119,75
Motorola Droid Maxx,32GB - Black - Verizon,150,0
HTC One Mini,16GB - Silver - AT&T,100,25
HTC One,32GB - Silver - Verizon,104,50
Samsung Galaxy S4,16GB - Purple - Sprint,199,0
Motorola Moto X,32GB - White - Verizon,112,25
Motorola Moto X,16GB - White - T-Mobile,130,50
Motorola Moto X,32GB - Black - Verizon,147,50
Motorola Moto X,16GB - Black - Sprint,110,0
Motorola Moto X,16GB - Black - Verizon,89,25
Motorola Moto X,16GB - White - AT&T,105,0
Motorola Moto X,16GB - White - Verizon,107,0
Motorola Moto X,16GB - Black - AT&T,117,50
Motorola Moto X,32GB - White - T-Mobile,142,25
Nokia Lumia 1020,1020 - Yellow - AT&T,215,0
Nokia Lumia 1020,1020 - White - AT&T,128,25
Nokia Lumia 1020,1020 - Black - AT&T,117,50
Motorola Droid Mini,16GB - Black - Verizon,98,0
Sony Xperia Z,16GB - Black - AT&T,203,50
Sony Xperia Z,16GB - Black - T-Mobile,150,0
Blackberry Q10,16GB - Black - AT&T,123,0
Samsung Galaxy S4 Active,16GB - Blue - AT&T,175,25
Samsung Galaxy S4 Active,16GB - Black - AT&T,130,50
Samsung Galaxy S4,16GB - Red - AT&T,179,0
Blackberry Q10,16GB - White - Verizon,129,25
Blackberry Q10,16GB - Black - Verizon,81,75
Blackberry Q10,16GB - Black - T-Mobile,128,25
Samsung Galaxy S4,32GB - Black - Verizon,209,0
Samsung Galaxy S4,16GB - Black - Verizon,101,0
Samsung Galaxy S4,16GB - White - Verizon,101,0
Nokia Lumia 925,16GB  - Black - T-Mobile,131,50
Nokia Lumia 925,16GB  - Grey - T-Mobile,164,75
Nokia Lumia 928,32GB - White - Verizon,86,0
Nokia Lumia 928,32GB - Black - Verizon,129,25
Nokia Lumia 925,16GB  -White - T-Mobile,105,0
Samsung Galaxy S4,16GB - Black - T-Mobile,123,0
Samsung Galaxy S4,16GB - White - T-Mobile,125,0
Samsung Galaxy S4,32GB - White - Verizon,209,0
Samsung Galaxy S4,32GB - Black - AT&T,265,0
Samsung Galaxy S4,32GB - White - AT&T,223,50
Samsung Galaxy S4,16GB - White - Sprint,110,0
Samsung Galaxy S4,16GB - Black - Sprint,149,75
Samsung Galaxy S4,16GB - Black - AT&T,125,0
Samsung Galaxy S4,16GB - White - AT&T,123,0
HTC One,32GB - Silver - T-Mobile,171,0
Nokia Lumia 520,8GB - Black - AT&T,30,0
HTC One,64GB - Black - AT&T,214,0
HTC One,32GB - Black - AT&T,103,50
HTC One,64GB - Silver - AT&T,131,50
HTC One,32GB - Silver - AT&T,121,0
Apple iPhone 5,64GB - Black & Slate - T-Mobile,279,0
Apple iPhone 5,64GB - White & Silver - T-Mobile,278,0
Samsung Galaxy S III,16GB - Blue - AT&T,90,0
Samsung Galaxy S III,16GB - White - AT&T,93,50
Samsung Galaxy S III,16GB - Blue - T-Mobile,95,0
Samsung Galaxy S III,32GB - Blue - Sprint,149,0
Samsung Galaxy S III,16GB - Blue - Sprint,97,0
Samsung Galaxy S III,16GB - White - Sprint,129,0
Samsung Galaxy S III,16GB - White - T-Mobile,103,50
LG Optimus Elite,Silver - Sprint,39,0
LG Optimus Elite,Black - Sprint,41,0
HTC Evo 4G LTE,Black - Sprint,147,75
HTC One X,Grey - AT&T,130,0
HTC One X,White - AT&T,99,0
Nokia Lumia 900,900 - White - AT&T,73,0
HTC One S,Blue - T-Mobile,70,75
HTC One S,Black - T-Mobile,49,0
Nokia Lumia 900,900 - Black - AT&T,38,0
